"REF_DATE","GEO","DGUID","Violations","Age of victim","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nova Scotia","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599729","4.9.1.2","30.87","","","","2"
"2019","Nova Scotia","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599731","4.9.2.2","107.02","","","","2"
"2020","Nova Scotia","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599731","4.9.2.2","117.13","","","","2"
"2021","Nova Scotia","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599731","4.9.2.2","111.98","","","","2"
"2019","Nova Scotia","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632184","4.9.8.2","274.47","","","","2"
"2020","Nova Scotia","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632184","4.9.8.2","294.05","","","","2"
"2021","Nova Scotia","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632184","4.9.8.2","309.69","","","","2"
"2019","Nova Scotia","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599737","4.9.5.2","0.00","","","","2"
"2020","Nova Scotia","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599737","4.9.5.2","1.19","","","","2"
"2021","Nova Scotia","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599737","4.9.5.2","6.04","","","","2"
"2019","Nova Scotia","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632186","4.9.9.2","0.85","","","","2"
"2020","Nova Scotia","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632186","4.9.9.2","0.00","","","","2"
"2021","Nova Scotia","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632186","4.9.9.2","0.41","","","","2"
"2019","Nova Scotia","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632188","4.9.10.2","0.00","","","","2"
"2020","Nova Scotia","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632188","4.9.10.2","0.00","","","","2"
"2021","Nova Scotia","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632188","4.9.10.2","0.00","","","","2"
"2019","Nova Scotia","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651815","4.9.11.2","0.00","","","","2"
"2020","Nova Scotia","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651815","4.9.11.2","0.00","","","","2"
"2021","Nova Scotia","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651815","4.9.11.2","0.00","","","","2"
"2019","Nova Scotia","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599743","4.10.1.2","688.96","","","","2"
"2020","Nova Scotia","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599743","4.10.1.2","710.35","","","","2"
"2021","Nova Scotia","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599743","4.10.1.2","709.16","","","","2"
"2019","Nova Scotia","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599745","4.10.2.2","263.36","","","","2"
"2020","Nova Scotia","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599745","4.10.2.2","265.86","","","","2"
"2021","Nova Scotia","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599745","4.10.2.2","292.09","","","","2"
"2019","Nova Scotia","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632192","4.10.8.2","1157.72","","","","2"
"2020","Nova Scotia","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632192","4.10.8.2","1024.81","","","","2"
"2021","Nova Scotia","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632192","4.10.8.2","1249.13","","","","2"
"2019","Nova Scotia","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599751","4.10.5.2","1447.09","","","","2"
"2020","Nova Scotia","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599751","4.10.5.2","1328.83","","","","2"
"2021","Nova Scotia","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599751","4.10.5.2","1363.09","","","","2"
"2019","Nova Scotia","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632194","4.10.9.2","1212.96","","","","2"
"2020","Nova Scotia","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632194","4.10.9.2","1294.56","","","","2"
"2021","Nova Scotia","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632194","4.10.9.2","1230.85","","","","2"
"2019","Nova Scotia","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632196","4.10.10.2","496.48","","","","2"
"2020","Nova Scotia","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632196","4.10.10.2","556.07","","","","2"
"2021","Nova Scotia","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632196","4.10.10.2","552.03","","","","2"
"2019","Nova Scotia","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651817","4.10.11.2","103.56","","","","2"
"2020","Nova Scotia","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651817","4.10.11.2","118.32","","","","2"
"2021","Nova Scotia","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651817","4.10.11.2","113.04","","","","2"
"2019","Nova Scotia","","Other violent violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599813","4.15.1.2","256.12","","","","2"
"2020","Nova Scotia","","Other violent violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599813","4.15.1.2","290.48","","","","2"
"2021","Nova Scotia","","Other violent violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599813","4.15.1.2","301.13","","","","2"
"2019","Nova Scotia","","Other violent violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599815","4.15.2.2","76.31","","","","2"
"2020","Nova Scotia","","Other violent violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599815","4.15.2.2","64.14","","","","2"
"2021","Nova Scotia","","Other violent violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599815","4.15.2.2","61.59","","","","2"
"2019","Nova Scotia","","Other violent violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632232","4.15.8.2","552.47","","","","2"
"2020","Nova Scotia","","Other violent violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632232","4.15.8.2","521.98","","","","2"
"2021","Nova Scotia","","Other violent violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632232","4.15.8.2","657.44","","","","2"
"2019","Nova Scotia","","Other violent violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599821","4.15.5.2","505.10","","","","2"
"2020","Nova Scotia","","Other violent violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599821","4.15.5.2","615.04","","","","2"
"2021","Nova Scotia","","Other violent violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599821","4.15.5.2","529.29","","","","2"
"2019","Nova Scotia","","Other violent violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632234","4.15.9.2","418.94","","","","2"
"2020","Nova Scotia","","Other violent violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632234","4.15.9.2","484.78","","","","2"
"2021","Nova Scotia","","Other violent violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632234","4.15.9.2","500.69","","","","2"
"2019","Nova Scotia","","Other violent violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632236","4.15.10.2","197.25","","","","2"
"2020","Nova Scotia","","Other violent violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632236","4.15.10.2","231.49","","","","2"
"2021","Nova Scotia","","Other violent violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632236","4.15.10.2","250.89","","","","2"
"2019","Nova Scotia","","Other violent violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651827","4.15.11.2","54.27","","","","2"
"2020","Nova Scotia","","Other violent violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651827","4.15.11.2","62.05","","","","2"
"2021","Nova Scotia","","Other violent violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651827","4.15.11.2","69.32","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599925","4.23.1.2","4.04","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599925","4.23.1.2","6.34","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599925","4.23.1.2","5.47","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599927","4.23.2.2","5.58","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599927","4.23.2.2","2.79","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599927","4.23.2.2","0.00","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632296","4.23.8.2","0.00","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632296","4.23.8.2","8.70","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632296","4.23.8.2","8.65","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599933","4.23.5.2","4.79","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599933","4.23.5.2","24.98","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599933","4.23.5.2","19.33","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632298","4.23.9.2","7.24","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632298","4.23.9.2","7.91","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632298","4.23.9.2","9.32","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632300","4.23.10.2","2.12","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632300","4.23.10.2","3.92","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632300","4.23.10.2","3.23","","","","2"
"2019","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651843","4.23.11.2","2.99","","","","2"
"2020","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651843","4.23.11.2","1.44","","","","2"
"2021","Nova Scotia","","Criminal Code traffic violations causing death or bodily harm","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651843","4.23.11.2","0.47","","","","2"
"2019","New Brunswick","","Total, all violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599967","5.1.1.2","1428.81","","","","2"
"2020","New Brunswick","","Total, all violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599967","5.1.1.2","1487.51","","","","2"
"2021","New Brunswick","","Total, all violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599967","5.1.1.2","1627.39","","","","2"
"2019","New Brunswick","","Total, all violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599969","5.1.2.2","622.50","","","","2"
"2020","New Brunswick","","Total, all violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599969","5.1.2.2","633.89","","","","2"
"2021","New Brunswick","","Total, all violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599969","5.1.2.2","671.74","","","","2"
"2019","New Brunswick","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632320","5.1.8.2","2796.77","","","","2"
"2020","New Brunswick","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632320","5.1.8.2","2301.28","","","","2"
"2021","New Brunswick","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632320","5.1.8.2","3252.60","","","","2"
"2019","New Brunswick","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599975","5.1.5.2","3056.11","","","","2"
"2020","New Brunswick","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599975","5.1.5.2","2992.66","","","","2"
"2021","New Brunswick","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599975","5.1.5.2","3261.80","","","","2"
"2019","New Brunswick","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632322","5.1.9.2","2474.11","","","","2"
"2020","New Brunswick","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632322","5.1.9.2","2734.59","","","","2"
"2021","New Brunswick","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632322","5.1.9.2","2793.26","","","","2"
"2019","New Brunswick","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632324","5.1.10.2","1037.80","","","","2"
"2020","New Brunswick","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632324","5.1.10.2","1138.34","","","","2"
"2021","New Brunswick","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632324","5.1.10.2","1286.29","","","","2"
"2019","New Brunswick","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651849","5.1.11.2","288.13","","","","2"
"2020","New Brunswick","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651849","5.1.11.2","314.90","","","","2"
"2021","New Brunswick","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651849","5.1.11.2","330.96","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599981","5.2.1.2","4.25","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599981","5.2.1.2","3.51","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122599981","5.2.1.2","3.90","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599983","5.2.2.2","1.25","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599983","5.2.2.2","2.51","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122599983","5.2.2.2","0.00","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632328","5.2.8.2","2.31","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632328","5.2.8.2","2.28","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632328","5.2.8.2","4.53","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599989","5.2.5.2","14.68","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599989","5.2.5.2","0.00","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122599989","5.2.5.2","3.63","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632330","5.2.9.2","6.09","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632330","5.2.9.2","9.08","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632330","5.2.9.2","9.58","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632332","5.2.10.2","2.82","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632332","5.2.10.2","1.90","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632332","5.2.10.2","2.86","","","","2"
"2019","New Brunswick","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651851","5.2.11.2","2.64","","","","2"
"2020","New Brunswick","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651851","5.2.11.2","1.90","","","","2"
"2021","New Brunswick","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651851","5.2.11.2","1.23","","","","2"
"2019","New Brunswick","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600023","5.5.1.2","76.71","","","","2"
"2020","New Brunswick","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600023","5.5.1.2","73.58","","","","2"
"2021","New Brunswick","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600023","5.5.1.2","93.59","","","","2"
"2019","New Brunswick","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600025","5.5.2.2","102.29","","","","2"
"2020","New Brunswick","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600025","5.5.2.2","96.46","","","","2"
"2021","New Brunswick","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600025","5.5.2.2","114.90","","","","2"
"2019","New Brunswick","","Sexual assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632352","5.5.8.2","452.66","","","","2"
"2020","New Brunswick","","Sexual assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632352","5.5.8.2","357.37","","","","2"
"2021","New Brunswick","","Sexual assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632352","5.5.8.2","504.75","","","","2"
"2019","New Brunswick","","Sexual assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600031","5.5.5.2","189.06","","","","2"
"2020","New Brunswick","","Sexual assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600031","5.5.5.2","204.00","","","","2"
"2021","New Brunswick","","Sexual assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600031","5.5.5.2","228.96","","","","2"
"2019","New Brunswick","","Sexual assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632354","5.5.9.2","65.75","","","","2"
"2020","New Brunswick","","Sexual assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632354","5.5.9.2","79.89","","","","2"
"2021","New Brunswick","","Sexual assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632354","5.5.9.2","90.38","","","","2"
"2019","New Brunswick","","Sexual assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632356","5.5.10.2","20.69","","","","2"
"2020","New Brunswick","","Sexual assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632356","5.5.10.2","16.13","","","","2"
"2021","New Brunswick","","Sexual assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632356","5.5.10.2","30.05","","","","2"
"2019","New Brunswick","","Sexual assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651857","5.5.11.2","5.27","","","","2"
"2020","New Brunswick","","Sexual assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651857","5.5.11.2","7.62","","","","2"
"2021","New Brunswick","","Sexual assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651857","5.5.11.2","9.82","","","","2"
"2019","New Brunswick","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600079","5.9.1.2","27.60","","","","2"
"2020","New Brunswick","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600079","5.9.1.2","26.40","","","","2"
"2021","New Brunswick","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600079","5.9.1.2","33.84","","","","2"
"2019","New Brunswick","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600081","5.9.2.2","98.55","","","","2"
"2020","New Brunswick","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600081","5.9.2.2","111.50","","","","2"
"2021","New Brunswick","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600081","5.9.2.2","140.16","","","","2"
"2019","New Brunswick","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632384","5.9.8.2","260.97","","","","2"
"2020","New Brunswick","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632384","5.9.8.2","213.97","","","","2"
"2021","New Brunswick","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632384","5.9.8.2","296.51","","","","2"
"2019","New Brunswick","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600087","5.9.5.2","5.51","","","","2"
"2020","New Brunswick","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600087","5.9.5.2","5.46","","","","2"
"2021","New Brunswick","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600087","5.9.5.2","1.82","","","","2"
"2019","New Brunswick","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632386","5.9.9.2","0.00","","","","2"
"2020","New Brunswick","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632386","5.9.9.2","0.61","","","","2"
"2021","New Brunswick","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632386","5.9.9.2","0.00","","","","2"
"2019","New Brunswick","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632388","5.9.10.2","0.00","","","","2"
"2020","New Brunswick","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632388","5.9.10.2","0.00","","","","2"
"2021","New Brunswick","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632388","5.9.10.2","0.00","","","","2"
"2019","New Brunswick","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651865","5.9.11.2","0.00","","","","2"
"2020","New Brunswick","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651865","5.9.11.2","0.00","","","","2"
"2021","New Brunswick","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651865","5.9.11.2","0.00","","","","2"
"2019","New Brunswick","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600093","5.10.1.2","819.50","","","","2"
"2020","New Brunswick","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600093","5.10.1.2","841.70","","","","2"
"2021","New Brunswick","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122600093","5.10.1.2","858.61","","","","2"
"2019","New Brunswick","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600095","5.10.2.2","296.90","","","","2"
"2020","New Brunswick","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600095","5.10.2.2","300.66","","","","2"
"2021","New Brunswick","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122600095","5.10.2.2","313.14","","","","2"
"2019","New Brunswick","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632392","5.10.8.2","1205.54","","","","2"
"2020","New Brunswick","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632392","5.10.8.2","960.58","","","","2"
"2021","New Brunswick","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632392","5.10.8.2","1437.30","","","","2"
"2019","New Brunswick","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600101","5.10.5.2","1885.06","","","","2"
"2020","New Brunswick","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600101","5.10.5.2","1746.78","","","","2"
"2021","New Brunswick","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122600101","5.10.5.2","1757.19","","","","2"
"2019","New Brunswick","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632394","5.10.9.2","1553.63","","","","2"
"2020","New Brunswick","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632394","5.10.9.2","1657.82","","","","2"
"2021","New Brunswick","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632394","5.10.9.2","1593.24","","","","2"
"2019","New Brunswick","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632396","5.10.10.2","586.85","","","","2"
"2020","New Brunswick","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632396","5.10.10.2","637.73","","","","2"
"2021","New Brunswick","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632396","5.10.10.2","661.03","","","","2"
"2019","New Brunswick","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651867","5.10.11.2","130.55","","","","2"
"2020","New Brunswick","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651867","5.10.11.2","175.23","","","","2"
"2021","New Brunswick","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651867","5.10.11.2","160.26","","","","2"
