"REF_DATE","GEO","DGUID","Violations","Age of victim","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Manitoba","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632920","8.1.8.2","2709.12","","","","2"
"2021","Manitoba","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632920","8.1.8.2","3095.36","","","","2"
"2019","Manitoba","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601025","8.1.5.2","4078.32","","","","2"
"2020","Manitoba","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601025","8.1.5.2","3903.99","","","","2"
"2021","Manitoba","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601025","8.1.5.2","4083.95","","","","2"
"2019","Manitoba","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632922","8.1.9.2","3239.34","","","","2"
"2020","Manitoba","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632922","8.1.9.2","3282.60","","","","2"
"2021","Manitoba","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632922","8.1.9.2","3431.75","","","","2"
"2019","Manitoba","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632924","8.1.10.2","1312.60","","","","2"
"2020","Manitoba","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632924","8.1.10.2","1328.36","","","","2"
"2021","Manitoba","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632924","8.1.10.2","1420.59","","","","2"
"2019","Manitoba","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651999","8.1.11.2","256.62","","","","2"
"2020","Manitoba","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651999","8.1.11.2","250.86","","","","2"
"2021","Manitoba","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282651999","8.1.11.2","262.15","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601031","8.2.1.2","7.23","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601031","8.2.1.2","6.13","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601031","8.2.1.2","5.76","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601033","8.2.2.2","1.99","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601033","8.2.2.2","2.48","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601033","8.2.2.2","1.01","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632928","8.2.8.2","7.29","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632928","8.2.8.2","0.00","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632928","8.2.8.2","6.16","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601039","8.2.5.2","16.21","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601039","8.2.5.2","13.94","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601039","8.2.5.2","4.70","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632930","8.2.9.2","12.09","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632930","8.2.9.2","12.81","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632930","8.2.9.2","11.44","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632932","8.2.10.2","4.57","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632932","8.2.10.2","3.66","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632932","8.2.10.2","3.68","","","","2"
"2019","Manitoba","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652001","8.2.11.2","2.39","","","","2"
"2020","Manitoba","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652001","8.2.11.2","0.00","","","","2"
"2021","Manitoba","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652001","8.2.11.2","4.07","","","","2"
"2019","Manitoba","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601073","8.5.1.2","121.44","","","","2"
"2020","Manitoba","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601073","8.5.1.2","116.46","","","","2"
"2021","Manitoba","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601073","8.5.1.2","123.50","","","","2"
"2019","Manitoba","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601075","8.5.2.2","91.02","","","","2"
"2020","Manitoba","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601075","8.5.2.2","89.36","","","","2"
"2021","Manitoba","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601075","8.5.2.2","96.27","","","","2"
"2019","Manitoba","","Sexual assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632952","8.5.8.2","485.34","","","","2"
"2020","Manitoba","","Sexual assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632952","8.5.8.2","435.52","","","","2"
"2021","Manitoba","","Sexual assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632952","8.5.8.2","516.41","","","","2"
"2019","Manitoba","","Sexual assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601081","8.5.5.2","314.13","","","","2"
"2020","Manitoba","","Sexual assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601081","8.5.5.2","290.36","","","","2"
"2021","Manitoba","","Sexual assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601081","8.5.5.2","284.49","","","","2"
"2019","Manitoba","","Sexual assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632954","8.5.9.2","121.48","","","","2"
"2020","Manitoba","","Sexual assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632954","8.5.9.2","125.94","","","","2"
"2021","Manitoba","","Sexual assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632954","8.5.9.2","132.39","","","","2"
"2019","Manitoba","","Sexual assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632956","8.5.10.2","31.05","","","","2"
"2020","Manitoba","","Sexual assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632956","8.5.10.2","33.29","","","","2"
"2021","Manitoba","","Sexual assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632956","8.5.10.2","30.69","","","","2"
"2019","Manitoba","","Sexual assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652007","8.5.11.2","6.21","","","","2"
"2020","Manitoba","","Sexual assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652007","8.5.11.2","4.63","","","","2"
"2021","Manitoba","","Sexual assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652007","8.5.11.2","4.07","","","","2"
"2019","Manitoba","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601129","8.9.1.2","41.41","","","","2"
"2020","Manitoba","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601129","8.9.1.2","46.42","","","","2"
"2021","Manitoba","","Sexual violations against children","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601129","8.9.1.2","46.73","","","","2"
"2019","Manitoba","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601131","8.9.2.2","131.31","","","","2"
"2020","Manitoba","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601131","8.9.2.2","125.60","","","","2"
"2021","Manitoba","","Sexual violations against children","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601131","8.9.2.2","133.06","","","","2"
"2019","Manitoba","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632984","8.9.8.2","293.70","","","","2"
"2020","Manitoba","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632984","8.9.8.2","378.76","","","","2"
"2021","Manitoba","","Sexual violations against children","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632984","8.9.8.2","367.54","","","","2"
"2019","Manitoba","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601137","8.9.5.2","3.09","","","","2"
"2020","Manitoba","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601137","8.9.5.2","0.77","","","","2"
"2021","Manitoba","","Sexual violations against children","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601137","8.9.5.2","2.35","","","","2"
"2019","Manitoba","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632986","8.9.9.2","0.00","","","","2"
"2020","Manitoba","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632986","8.9.9.2","0.00","","","","2"
"2021","Manitoba","","Sexual violations against children","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632986","8.9.9.2","0.00","","","","2"
"2019","Manitoba","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632988","8.9.10.2","0.00","","","","2"
"2020","Manitoba","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632988","8.9.10.2","0.00","","","","2"
"2021","Manitoba","","Sexual violations against children","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632988","8.9.10.2","0.00","","","","2"
"2019","Manitoba","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652015","8.9.11.2","0.00","","","","2"
"2020","Manitoba","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652015","8.9.11.2","0.00","","","","2"
"2021","Manitoba","","Sexual violations against children","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652015","8.9.11.2","0.00","","","","2"
"2019","Manitoba","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601143","8.10.1.2","1365.43","","","","2"
"2020","Manitoba","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601143","8.10.1.2","1369.81","","","","2"
"2021","Manitoba","","Assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601143","8.10.1.2","1454.99","","","","2"
"2019","Manitoba","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601145","8.10.2.2","290.98","","","","2"
"2020","Manitoba","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601145","8.10.2.2","257.66","","","","2"
"2021","Manitoba","","Assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601145","8.10.2.2","290.83","","","","2"
"2019","Manitoba","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632992","8.10.8.2","1724.73","","","","2"
"2020","Manitoba","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632992","8.10.8.2","1415.97","","","","2"
"2021","Manitoba","","Assaults","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282632992","8.10.8.2","1677.55","","","","2"
"2019","Manitoba","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601151","8.10.5.2","2842.63","","","","2"
"2020","Manitoba","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601151","8.10.5.2","2823.07","","","","2"
"2021","Manitoba","","Assaults","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601151","8.10.5.2","2924.05","","","","2"
"2019","Manitoba","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632994","8.10.9.2","2438.98","","","","2"
"2020","Manitoba","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632994","8.10.9.2","2527.24","","","","2"
"2021","Manitoba","","Assaults","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282632994","8.10.9.2","2659.49","","","","2"
"2019","Manitoba","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632996","8.10.10.2","908.35","","","","2"
"2020","Manitoba","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632996","8.10.10.2","955.81","","","","2"
"2021","Manitoba","","Assaults","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282632996","8.10.10.2","1040.05","","","","2"
"2019","Manitoba","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652017","8.10.11.2","168.22","","","","2"
"2020","Manitoba","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652017","8.10.11.2","179.12","","","","2"
"2021","Manitoba","","Assaults","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652017","8.10.11.2","166.33","","","","2"
"2019","Manitoba","","Other violent violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601213","8.15.1.2","424.48","","","","2"
"2020","Manitoba","","Other violent violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601213","8.15.1.2","374.11","","","","2"
"2021","Manitoba","","Other violent violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601213","8.15.1.2","398.70","","","","2"
"2019","Manitoba","","Other violent violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601215","8.15.2.2","95.50","","","","2"
"2020","Manitoba","","Other violent violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601215","8.15.2.2","83.40","","","","2"
"2021","Manitoba","","Other violent violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601215","8.15.2.2","88.21","","","","2"
"2019","Manitoba","","Other violent violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633032","8.15.8.2","575.95","","","","2"
"2020","Manitoba","","Other violent violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633032","8.15.8.2","462.36","","","","2"
"2021","Manitoba","","Other violent violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633032","8.15.8.2","521.54","","","","2"
"2019","Manitoba","","Other violent violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601221","8.15.5.2","885.28","","","","2"
"2020","Manitoba","","Other violent violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601221","8.15.5.2","751.84","","","","2"
"2021","Manitoba","","Other violent violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601221","8.15.5.2","845.63","","","","2"
"2019","Manitoba","","Other violent violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633034","8.15.9.2","655.78","","","","2"
"2020","Manitoba","","Other violent violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633034","8.15.9.2","599.44","","","","2"
"2021","Manitoba","","Other violent violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633034","8.15.9.2","618.36","","","","2"
"2019","Manitoba","","Other violent violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633036","8.15.10.2","363.77","","","","2"
"2020","Manitoba","","Other violent violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633036","8.15.10.2","329.80","","","","2"
"2021","Manitoba","","Other violent violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633036","8.15.10.2","342.49","","","","2"
"2019","Manitoba","","Other violent violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652027","8.15.11.2","78.85","","","","2"
"2020","Manitoba","","Other violent violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652027","8.15.11.2","64.33","","","","2"
"2021","Manitoba","","Other violent violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652027","8.15.11.2","83.62","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601325","8.23.1.2","6.78","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601325","8.23.1.2","10.69","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601325","8.23.1.2","7.25","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601327","8.23.2.2","2.49","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601327","8.23.2.2","3.97","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601327","8.23.2.2","2.02","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633096","8.23.8.2","4.17","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633096","8.23.8.2","16.51","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633096","8.23.8.2","6.16","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601333","8.23.5.2","16.98","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601333","8.23.5.2","24.00","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601333","8.23.5.2","22.73","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633098","8.23.9.2","10.99","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633098","8.23.9.2","17.17","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633098","8.23.9.2","10.08","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633100","8.23.10.2","4.87","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633100","8.23.10.2","5.80","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633100","8.23.10.2","3.68","","","","2"
"2019","Manitoba","","Criminal Code traffic violations causing death or bodily harm","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652043","8.23.11.2","0.96","","","","2"
"2020","Manitoba","","Criminal Code traffic violations causing death or bodily harm","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652043","8.23.11.2","2.78","","","","2"
"2021","Manitoba","","Criminal Code traffic violations causing death or bodily harm","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652043","8.23.11.2","4.07","","","","2"
"2019","Saskatchewan","","Total, all violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601367","9.1.1.2","1998.76","","","","2"
"2020","Saskatchewan","","Total, all violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601367","9.1.1.2","2036.80","","","","2"
"2021","Saskatchewan","","Total, all violations","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601367","9.1.1.2","2029.22","","","","2"
"2019","Saskatchewan","","Total, all violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601369","9.1.2.2","750.84","","","","2"
"2020","Saskatchewan","","Total, all violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601369","9.1.2.2","654.93","","","","2"
"2021","Saskatchewan","","Total, all violations","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601369","9.1.2.2","713.93","","","","2"
"2019","Saskatchewan","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633120","9.1.8.2","3622.78","","","","2"
"2020","Saskatchewan","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633120","9.1.8.2","2944.92","","","","2"
"2021","Saskatchewan","","Total, all violations","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633120","9.1.8.2","3167.84","","","","2"
"2019","Saskatchewan","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601375","9.1.5.2","4425.69","","","","2"
"2020","Saskatchewan","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601375","9.1.5.2","4573.32","","","","2"
"2021","Saskatchewan","","Total, all violations","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601375","9.1.5.2","4344.03","","","","2"
"2019","Saskatchewan","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633122","9.1.9.2","3203.97","","","","2"
"2020","Saskatchewan","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633122","9.1.9.2","3423.56","","","","2"
"2021","Saskatchewan","","Total, all violations","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633122","9.1.9.2","3410.92","","","","2"
"2019","Saskatchewan","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633124","9.1.10.2","1185.54","","","","2"
"2020","Saskatchewan","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633124","9.1.10.2","1310.15","","","","2"
"2021","Saskatchewan","","Total, all violations","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633124","9.1.10.2","1294.81","","","","2"
"2019","Saskatchewan","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652049","9.1.11.2","238.58","","","","2"
"2020","Saskatchewan","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652049","9.1.11.2","264.52","","","","2"
"2021","Saskatchewan","","Total, all violations","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652049","9.1.11.2","255.54","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601381","9.2.1.2","11.16","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601381","9.2.1.2","9.96","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601381","9.2.1.2","10.13","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601383","9.2.2.2","1.10","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601383","9.2.2.2","5.52","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601383","9.2.2.2","0.56","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633128","9.2.8.2","10.77","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633128","9.2.8.2","5.84","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","12 to 17 years","Rate per 100,000 population","Rate","257","units","0","v1282633128","9.2.8.2","9.16","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601389","9.2.5.2","25.54","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601389","9.2.5.2","29.52","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","18 to 24 years","Rate per 100,000 population","Rate","257","units","0","v122601389","9.2.5.2","19.84","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633130","9.2.9.2","19.87","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633130","9.2.9.2","16.03","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","25 to 44 years","Rate per 100,000 population","Rate","257","units","0","v1282633130","9.2.9.2","18.31","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633132","9.2.10.2","8.17","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633132","9.2.10.2","6.09","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","45 to 64 years","Rate per 100,000 population","Rate","257","units","0","v1282633132","9.2.10.2","8.30","","","","2"
"2019","Saskatchewan","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652051","9.2.11.2","1.65","","","","2"
"2020","Saskatchewan","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652051","9.2.11.2","0.53","","","","2"
"2021","Saskatchewan","","Violations causing death and attempted murder","65 years and older","Rate per 100,000 population","Rate","257","units","0","v1282652051","9.2.11.2","3.10","","","","2"
"2019","Saskatchewan","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601423","9.5.1.2","127.01","","","","2"
"2020","Saskatchewan","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601423","9.5.1.2","116.01","","","","2"
"2021","Saskatchewan","","Sexual assaults","Total, age of victim","Rate per 100,000 population","Rate","257","units","0","v122601423","9.5.1.2","122.03","","","","2"
"2019","Saskatchewan","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601425","9.5.2.2","125.69","","","","2"
"2020","Saskatchewan","","Sexual assaults","11 years and younger","Rate per 100,000 population","Rate","257","units","0","v122601425","9.5.2.2","98.85","","","","2"
